person,rel,behavior
Kanisha,has,Defiant
Kanisha,has,Determined
Kanisha,has,Faithful
Kanisha,has,Fun-loving
Kanisha,has,Generous
Kanisha,has,Pretty
Kanisha,has,Proud
Kanisha,has,Quiet
Kanisha,has,Smart
Kanisha,has,Tough
Kanisha,has,Unselfish
Kanisha,has,Wise
Kanisha,wants,Careless
Kanisha,wants,Clever
Kanisha,wants,Compassionate
Kanisha,wants,Courageous
Kanisha,wants,Dreamer
Kanisha,wants,Expert
Kanisha,wants,Fair
Kanisha,wants,Hard-working
Kanisha,wants,Humorous
Kanisha,wants,Judgmental
Kanisha,wants,Messy
Kanisha,wants,Mischievous
Kanisha,wants,Naive
Kanisha,wants,Pitiful
Kanisha,wants,Shy
Kanisha,wants,Thrilling
Kanisha,wants,Timid
Kanisha,wants,Trusting
Kanisha,wants,Zany
Kara,has,Adventurous
Kara,has,Caring
Kara,has,Cheerful
Kara,has,Considerate
Kara,has,Cooperative
Kara,has,Fighter
Kara,has,Fun-loving
Kara,has,Funny
Kara,has,Gentle
Kara,has,Loyal
Kara,has,Nervous
Kara,has,Patriotic
Kara,has,Pleasant
Kara,has,Questioning
Kara,has,Rigid
Kara,has,Tantalizing
Kara,has,Timid
Kara,wants,Brave
Kara,wants,Cheerful
Kara,wants,Considerate
Kara,wants,Creative
Kara,wants,Humorous
Kara,wants,Leader
Kara,wants,Obnoxious
Kara,wants,Rude
Kara,wants,Tricky
Kara,wants,Unselfish
Karisa,has,Adventurous
Karisa,has,Brave
Karisa,has,Dark
Karisa,has,Devout
Karisa,has,Disgruntled
Karisa,has,Joyful
Karisa,has,Opinionated
Karisa,has,Plain
Karisa,has,Realistic
Karisa,has,Relaxed
Karisa,has,Respectful
Karisa,has,Sad
Karisa,has,Simple-minded
Karisa,has,Strong
Karisa,has,Unhappy
Karisa,wants,Able
Karisa,wants,Bossy
Karisa,wants,Daring
Karisa,wants,Demanding
Karisa,wants,Expert
Karisa,wants,Fighter
Karisa,wants,Funny
Karisa,wants,Helpful
Karisa,wants,Independent
Karisa,wants,Patient
Karisa,wants,Perfectionist
Karisa,wants,Pretty
Karisa,wants,Religious
Karisa,wants,Self-confident
Karisa,wants,Simple-minded
Karisa,wants,Understanding
Karisa,wants,Vain
Karisa,wants,Wild
Karissa,has,Ambitious
Karissa,has,Articulate
Karissa,has,Defiant
Karissa,has,Fun-loving
Karissa,has,Humorous
Karissa,has,Lovable
Karissa,has,Materialistic
Karissa,has,Sarcastic
Karissa,has,Tough
Karissa,has,Ugly
Karissa,has,Witty
Karissa,wants,Adventurous
Karissa,wants,Awkward
Karissa,wants,Boastful
Karissa,wants,Brave
Karissa,wants,Confident
Karissa,wants,Dreamer
Karissa,wants,Gorgeous
Karissa,wants,Light-hearted
Karissa,wants,Lovable
Karissa,wants,Loyal
Karissa,wants,Materialistic
Karissa,wants,Obnoxious
Karissa,wants,Opinionated
Karissa,wants,Pleasant
Karissa,wants,Proper
Karissa,wants,Sensitive
Karissa,wants,Stable
Karissa,wants,Tireless
Karissa,wants,Wise
Karma,has,Calm
Karma,has,Compassionate
Karma,has,Defiant
Karma,has,Disgruntled
Karma,has,Forgiving
Karma,has,Handsome
Karma,has,Helpful
Karma,has,Nervous
Karma,has,Outgoing
Karma,has,Relaxed
Karma,has,Rigid
Karma,has,Selfish
Karma,has,Thrilling
Karma,has,Trusting
Karma,has,Wise
Karma,wants,Accepting
Karma,wants,Ambitious
Karma,wants,Bold
Karma,wants,Creative
Karma,wants,Joyful
Karma,wants,Kind
Karma,wants,Loving
Karma,wants,Messy
Karma,wants,Self-confident
Karma,wants,Successful
Karma,wants,Understanding
Karma,wants,Witty
Karoline,has,Aggressive
Karoline,has,Creative
Karoline,has,Gentle
Karoline,has,Imaginative
Karoline,has,Jealous
Karoline,has,Likeable
Karoline,has,Manipulative
Karoline,has,Quiet
Karoline,has,Religious
Karoline,has,Stable
Karoline,wants,Ambitious
Karoline,wants,Arrogant
Karoline,wants,Cautious
Karoline,wants,Dark
Karoline,wants,Hard-working
Karoline,wants,Hopeful
Karoline,wants,Judgmental
Karoline,wants,Manipulative
Karoline,wants,Materialistic
Karoline,wants,Mature
Karoline,wants,Realistic
Karoline,wants,Responsible
Karoline,wants,Unhappy
Karoline,wants,Unselfish
Kasey,has,Athletic
Kasey,has,Creative
Kasey,has,Curious
Kasey,has,Dainty
Kasey,has,Determined
Kasey,has,Frustrated
Kasey,has,Hopeful
Kasey,has,Humble
Kasey,has,Intelligent
Kasey,has,Lively
Kasey,has,Self-confident
Kasey,has,Vain
Kasey,wants,Adventurous
Kasey,wants,Careful
Kasey,wants,Caring
Kasey,wants,Curious
Kasey,wants,Fun-loving
Kasey,wants,Lovable
Kasey,wants,Proud
Kasey,wants,Responsible
Kasey,wants,Sad
Kasey,wants,Tolerant
Kasey,wants,Trusting
Kasie,has,Able
Kasie,has,Athletic
Kasie,has,Careful
Kasie,has,Caring
Kasie,has,Clumsy
Kasie,has,Courageous
Kasie,has,Creative
Kasie,has,Devout
Kasie,has,Disgruntled
Kasie,has,Fighter
Kasie,has,Hopeful
Kasie,has,Judgmental
Kasie,has,Obnoxious
Kasie,has,Pitiful
Kasie,has,Pleasing
Kasie,has,Respectful
Kasie,has,Responsible
Kasie,has,Thoughtful
Kasie,has,Tricky
Kasie,wants,Boastful
Kasie,wants,Bossy
Kasie,wants,Bright
Kasie,wants,Clever
Kasie,wants,Cooperative
Kasie,wants,Creative
Kasie,wants,Energetic
Kasie,wants,Expert
Kasie,wants,Friendly
Kasie,wants,Gorgeous
Kasie,wants,Light
Kasie,wants,Likeable
Kasie,wants,Messy
Kasie,wants,Poor
Kasie,wants,Religious
Kasie,wants,Reserved
Kasie,wants,Responsible
Kasie,wants,Self-conscious
Kasie,wants,Timid
Katharine,has,Conceited
Katharine,has,Demanding
Katharine,has,Happy
Katharine,has,Patriotic
Katharine,has,Pitiful
Katharine,has,Pleasant
Katharine,has,Questioning
Katharine,has,Serious
Katharine,has,Tense
Katharine,has,Tireless
Katharine,has,Tricky
Katharine,wants,Accepting
Katharine,wants,Ambitious
Katharine,wants,Bold
Katharine,wants,Clever
Katharine,wants,Defiant
Katharine,wants,Embarrassed
Katharine,wants,Expert
Katharine,wants,Fun-loving
Katharine,wants,Nervous
Katharine,wants,Opinionated
Katharine,wants,Patient
Katharine,wants,Patriotic
Katharine,wants,Plain
Katharine,wants,Radical
Katharine,wants,Relaxed
Katharine,wants,Reverent
Katharine,wants,Successful
Katharine,wants,Timid
Katharine,wants,Tough
Katheryn,has,Ambitious
Katheryn,has,Athletic
Katheryn,has,Bright
Katheryn,has,Busy
Katheryn,has,Calm
Katheryn,has,Caring
Katheryn,has,Dark
Katheryn,has,Fighter
Katheryn,has,Free
Katheryn,has,Independent
Katheryn,has,Light
Katheryn,has,Lovable
Katheryn,has,Perfectionist
Katheryn,has,Proud
Katheryn,has,Relaxed
Katheryn,has,Unselfish
Katheryn,has,Wise
Katheryn,wants,Bossy
Katheryn,wants,Bright
Katheryn,wants,Clumsy
Katheryn,wants,Excited
Katheryn,wants,Expert
Katheryn,wants,Inventive
Katheryn,wants,Lively
Katheryn,wants,Loving
Katheryn,wants,Perfectionist
Katheryn,wants,Prim
Katheryn,wants,Self-conscious
Katheryn,wants,Thoughtful
Katheryn,wants,Tireless
Katheryn,wants,Tough
Katheryn,wants,Vain
Katheryn,wants,Wild
Kathryne,has,Able
Kathryne,has,Annoying
Kathryne,has,Embarrassed
Kathryne,has,Gorgeous
Kathryne,has,Humble
Kathryne,has,Lovable
Kathryne,has,Organized
Kathryne,has,Outgoing
Kathryne,has,Patient
Kathryne,has,Plain
Kathryne,has,Reflective
Kathryne,has,Sensitive
Kathryne,has,Trusting
Kathryne,wants,Calm
Kathryne,wants,Caring
Kathryne,wants,Efficient
Kathryne,wants,Energetic
Kathryne,wants,Handsome
Kathryne,wants,Helpful
Kathryne,wants,Patriotic
Kathryne,wants,Rigid
Kathryne,wants,Sarcastic
Kathryne,wants,Self-confident
Kathryne,wants,Unhappy
Kathryne,wants,Unique
Kathryne,wants,Warm
Kathryne,wants,Willing
Kathryne,wants,Wise
Kayleigh,has,Cautious
Kayleigh,has,Cooperative
Kayleigh,has,Daring
Kayleigh,has,Dreamer
Kayleigh,has,Naive
Kayleigh,has,Patriotic
Kayleigh,has,Quiet
Kayleigh,has,Rebellious
Kayleigh,has,Religious
Kayleigh,has,Tantalizing
Kayleigh,has,Ugly
Kayleigh,has,Vain
Kayleigh,has,Wild
Kayleigh,has,Witty
Kayleigh,has,Zany
Kayleigh,wants,Bold
Kayleigh,wants,Careful
Kayleigh,wants,Clever
Kayleigh,wants,Compassionate
Kayleigh,wants,Confident
Kayleigh,wants,Disgruntled
Kayleigh,wants,Eager
Kayleigh,wants,Fair
Kayleigh,wants,Forgiving
Kayleigh,wants,Handsome
Kayleigh,wants,Melancholy
Kayleigh,wants,Prim
Kayleigh,wants,Questioning
Kayleigh,wants,Self-conscious
Kayleigh,wants,Sensitive
Kayleigh,wants,Simple-minded
Keeley,has,Busy
Keeley,has,Defiant
Keeley,has,Giving
Keeley,has,Jealous
Keeley,has,Kind
Keeley,has,Noisy
Keeley,has,Organized
Keeley,has,Pleasing
Keeley,has,Questioning
Keeley,has,Reverent
Keeley,has,Sad
Keeley,has,Strong
Keeley,wants,Able
Keeley,wants,Busy
Keeley,wants,Demanding
Keeley,wants,Energetic
Keeley,wants,Hard-working
Keeley,wants,Humble
Keeley,wants,Inventive
Keeley,wants,Keen
Keeley,wants,Pitiful
Keeley,wants,Popular
Keeley,wants,Rebellious
Keeley,wants,Reserved
Keeley,wants,Rude
Keeley,wants,Unhappy
Keena,has,Bright
Keena,has,Calm
Keena,has,Cooperative
Keena,has,Energetic
Keena,has,Friendly
Keena,has,Hard-working
Keena,has,Keen
Keena,has,Merry
Keena,has,Messy
Keena,has,Noisy
Keena,has,Rebellious
Keena,has,Reverent
Keena,has,Stubborn
Keena,has,Tall
Keena,has,Thoughtful
Keena,has,Tolerant
Keena,has,Understanding
Keena,has,Unselfish
Keena,has,Willing
Keena,wants,Ambitious
Keena,wants,Bossy
Keena,wants,Brave
Keena,wants,Clumsy
Keena,wants,Conceited
Keena,wants,Creative
Keena,wants,Curious
Keena,wants,Fancy
Keena,wants,Generous
Keena,wants,Lively
Keena,wants,Opinionated
Keena,wants,Patriotic
Keena,wants,Plain
Keena,wants,Reserved
Keena,wants,Reverent
Keena,wants,Stable
Keena,wants,Tricky
Keena,wants,Unlucky
Keena,wants,Wise
Keith,has,Annoying
Keith,has,Curious
Keith,has,Devout
Keith,has,Free
Keith,has,Jealous
Keith,has,Personable
Keith,has,Quiet
Keith,has,Reflective
Keith,has,Respectful
Keith,has,Sad
Keith,has,Self-confident
Keith,has,Unhappy
Keith,has,Unique
Keith,has,Wise
Keith,wants,Creative
Keith,wants,Daring
Keith,wants,Demanding
Keith,wants,Disagreeable
Keith,wants,Fair
Keith,wants,Fun-loving
Keith,wants,Gracious
Keith,wants,Helpful
Keith,wants,Jealous
Keith,wants,Manipulative
Keith,wants,Pleasant
Keith,wants,Pleasing
Keith,wants,Poor
Keith,wants,Reliable
Keith,wants,Self-confident
Keith,wants,Successful
Keith,wants,Tender
Keith,wants,Understanding
Kellie,has,Ambitious
Kellie,has,Calm
Kellie,has,Defiant
Kellie,has,Demanding
Kellie,has,Frustrated
Kellie,has,Joyful
Kellie,has,Melancholy
Kellie,has,Perfectionist
Kellie,has,Pleasant
Kellie,has,Tender
Kellie,has,Thrilling
Kellie,has,Unique
Kellie,has,Zany
Kellie,wants,Aggressive
Kellie,wants,Athletic
Kellie,wants,Dainty
Kellie,wants,Lovable
Kellie,wants,Pitiful
Kellie,wants,Plain
Kellie,wants,Poor
Kellie,wants,Popular
Kellie,wants,Silly
Kellie,wants,Timid
Kellie,wants,Tireless
Kellie,wants,Unhappy
Kellie,wants,Warm
Kellye,has,Athletic
Kellye,has,Confident
Kellye,has,Determined
Kellye,has,Eager
Kellye,has,Forgiving
Kellye,has,Gentle
Kellye,has,Giving
Kellye,has,Jealous
Kellye,has,Leader
Kellye,has,Lovable
Kellye,has,Mischievous
Kellye,has,Nervous
Kellye,has,Organized
Kellye,has,Plain
Kellye,has,Rich
Kellye,has,Stubborn
Kellye,has,Tender
Kellye,wants,Articulate
Kellye,wants,Brave
Kellye,wants,Conceited
Kellye,wants,Disgruntled
Kellye,wants,Efficient
Kellye,wants,Embarrassed
Kellye,wants,Friendly
Kellye,wants,Frustrated
Kellye,wants,Humorous
Kellye,wants,Melancholy
Kellye,wants,Unselfish
Ken,has,Bossy
Ken,has,Considerate
Ken,has,Efficient
Ken,has,Honest
Ken,has,Judgmental
Ken,has,Lovable
Ken,has,Manipulative
Ken,has,Proper
Ken,has,Relaxed
Ken,has,Rigid
Ken,has,Smart
Ken,has,Stable
Ken,has,Tireless
Ken,has,Tough
Ken,has,Unhappy
Ken,has,Unlucky
Ken,has,Warm
Ken,has,Wise
Ken,wants,Aggressive
Ken,wants,Bold
Ken,wants,Clever
Ken,wants,Determined
Ken,wants,Generous
Ken,wants,Independent
Ken,wants,Likeable
Ken,wants,Messy
Ken,wants,Sad
Ken,wants,Selfish
Ken,wants,Sensitive
Ken,wants,Stubborn
Ken,wants,Tense
Ken,wants,Tough
Ken,wants,Trusting
Ken,wants,Understanding
Kendall,has,Articulate
Kendall,has,Boastful
Kendall,has,Calm
Kendall,has,Cautious
Kendall,has,Complex
Kendall,has,Cooperative
Kendall,has,Independent
Kendall,has,Mature
Kendall,has,Obnoxious
Kendall,has,Passive
Kendall,has,Pretty
Kendall,has,Religious
Kendall,has,Sarcastic
Kendall,has,Shy
Kendall,has,Unselfish
Kendall,wants,Energetic
Kendall,wants,Faithful
Kendall,wants,Free
Kendall,wants,Gracious
Kendall,wants,Merry
Kendall,wants,Messy
Kendall,wants,Opinionated
Kendall,wants,Reliable
Kendall,wants,Serious
Kendall,wants,Simple-minded
Keneth,has,Aggressive
Keneth,has,Athletic
Keneth,has,Creative
Keneth,has,Efficient
Keneth,has,Friendly
Keneth,has,Gentle
Keneth,has,Honest
Keneth,has,Intelligent
Keneth,has,Lively
Keneth,has,Loyal
Keneth,has,Plain
Keneth,has,Proud
Keneth,has,Selfish
Keneth,has,Tireless
Keneth,has,Tricky
Keneth,has,Willing
Keneth,wants,Accepting
Keneth,wants,Bossy
Keneth,wants,Careful
Keneth,wants,Considerate
Keneth,wants,Daring
Keneth,wants,Demanding
Keneth,wants,Embarrassed
Keneth,wants,Faithful
Keneth,wants,Fighter
Keneth,wants,Fun-loving
Keneth,wants,Generous
Keneth,wants,Handsome
Keneth,wants,Light
Keneth,wants,Respectful
Keneth,wants,Rich
Keneth,wants,Rude
Keneth,wants,Selfish
Keneth,wants,Simple-minded
Keneth,wants,Unlucky
Kenna,has,Ambitious
Kenna,has,Careful
Kenna,has,Caring
Kenna,has,Demanding
Kenna,has,Dreamer
Kenna,has,Forgiving
Kenna,has,Gorgeous
Kenna,has,Humorous
Kenna,has,Jealous
Kenna,has,Likeable
Kenna,has,Sarcastic
Kenna,has,Sensitive
Kenna,has,Serious
Kenna,has,Stable
Kenna,has,Unselfish
Kenna,wants,Boastful
Kenna,wants,Bossy
Kenna,wants,Brave
Kenna,wants,Impulsive
Kenna,wants,Likeable
Kenna,wants,Lively
Kenna,wants,Lovable
Kenna,wants,Manipulative
Kenna,wants,Materialistic
Kenna,wants,Personable
Kenna,wants,Poor
Kenna,wants,Reserved
Kenna,wants,Selfish
Kenna,wants,Sensitive
Kenna,wants,Thoughtful
Kenna,wants,Understanding
Kenna,wants,Unlucky
Kenna,wants,Wise
Kenna,wants,Witty
Kenneth,has,Energetic
Kenneth,has,Fancy
Kenneth,has,Hard-working
Kenneth,has,Inventive
Kenneth,has,Leader
Kenneth,has,Merry
Kenneth,has,Messy
Kenneth,has,Pretty
Kenneth,has,Rebellious
Kenneth,has,Tricky
Kenneth,has,Unique
Kenneth,has,Witty
Kenneth,wants,Conceited
Kenneth,wants,Courageous
Kenneth,wants,Curious
Kenneth,wants,Honest
Kenneth,wants,Intelligent
Kenneth,wants,Kind
Kenneth,wants,Knowledgeable
Kenneth,wants,Naive
Kenneth,wants,Neat
Kenneth,wants,Passive
Kenneth,wants,Realistic
Kenneth,wants,Sarcastic
Kenneth,wants,Selfish
Kenneth,wants,Studious
Kenneth,wants,Warm
Kevin,has,Bossy
Kevin,has,Careful
Kevin,has,Careless
Kevin,has,Cooperative
Kevin,has,Embarrassed
Kevin,has,Fighter
Kevin,has,Friendly
Kevin,has,Hard-working
Kevin,has,Kind
Kevin,has,Light-hearted
Kevin,has,Passive
Kevin,has,Understanding
Kevin,has,Willing
Kevin,wants,Clumsy
Kevin,wants,Compassionate
Kevin,wants,Fighter
Kevin,wants,Frustrated
Kevin,wants,Handsome
Kevin,wants,Imaginative
Kevin,wants,Likeable
Kevin,wants,Nervous
Kevin,wants,Plain
Kevin,wants,Prim
Kevin,wants,Rich
Kevin,wants,Serious
Kevin,wants,Successful
Kevin,wants,Tense
Kevin,wants,Unhappy
Kira,has,Boastful
Kira,has,Determined
Kira,has,Faithful
Kira,has,Funny
Kira,has,Independent
Kira,has,Mischievous
Kira,has,Pitiful
Kira,has,Self-confident
Kira,has,Successful
Kira,has,Vain
Kira,has,Willing
Kira,wants,Awkward
Kira,wants,Busy
Kira,wants,Courageous
Kira,wants,Determined
Kira,wants,Devout
Kira,wants,Fair
Kira,wants,Keen
Kira,wants,Lazy
Kira,wants,Likeable
Kira,wants,Questioning
Kira,wants,Rebellious
Kira,wants,Sarcastic
Kira,wants,Simple-minded
Kittie,has,Athletic
Kittie,has,Clumsy
Kittie,has,Courageous
Kittie,has,Daring
Kittie,has,Disgruntled
Kittie,has,Efficient
Kittie,has,Energetic
Kittie,has,Expert
Kittie,has,Friendly
Kittie,has,Gorgeous
Kittie,has,Jealous
Kittie,has,Kind
Kittie,has,Opinionated
Kittie,has,Poor
Kittie,has,Questioning
Kittie,has,Rich
Kittie,has,Serious
Kittie,wants,Bright
Kittie,wants,Careful
Kittie,wants,Confident
Kittie,wants,Dark
Kittie,wants,Friendly
Kittie,wants,Hard-working
Kittie,wants,Helpful
Kittie,wants,Hopeful
Kittie,wants,Humble
Kittie,wants,Humorous
Kittie,wants,Judgmental
Kittie,wants,Materialistic
Kittie,wants,Pitiful
Kittie,wants,Pleasing
Kittie,wants,Quiet
Kittie,wants,Reflective
Kittie,wants,Responsible
Kittie,wants,Shy
Kittie,wants,Wild
Kori,has,Clever
Kori,has,Excited
Kori,has,Frustrated
Kori,has,Funny
Kori,has,Lazy
Kori,has,Manipulative
Kori,has,Opinionated
Kori,has,Rich
Kori,has,Selfish
Kori,has,Ugly
Kori,has,Willing
Kori,wants,Careless
Kori,wants,Compassionate
Kori,wants,Gracious
Kori,wants,Humorous
Kori,wants,Independent
Kori,wants,Light
Kori,wants,Pitiful
Kori,wants,Poor
Kori,wants,Questioning
Kori,wants,Rebellious
Kori,wants,Religious
Kori,wants,Rich
Kori,wants,Selfish
Kori,wants,Silly
Kori,wants,Stubborn
Kori,wants,Studious
Kortney,has,Bright
Kortney,has,Complex
Kortney,has,Creative
Kortney,has,Determined
Kortney,has,Disgruntled
Kortney,has,Efficient
Kortney,has,Fun-loving
Kortney,has,Joyful
Kortney,has,Materialistic
Kortney,has,Reverent
Kortney,has,Rich
Kortney,has,Smart
Kortney,wants,Able
Kortney,wants,Calm
Kortney,wants,Complex
Kortney,wants,Impulsive
Kortney,wants,Independent
Kortney,wants,Light-hearted
Kortney,wants,Outgoing
Kortney,wants,Rebellious
Kortney,wants,Sensible
Kortney,wants,Silly
Kortney,wants,Ugly
Kortney,wants,Unlucky
Kory,has,Adventurous
Kory,has,Awkward
Kory,has,Calm
Kory,has,Caring
Kory,has,Confident
Kory,has,Curious
Kory,has,Embarrassed
Kory,has,Jealous
Kory,has,Materialistic
Kory,has,Merry
Kory,has,Opinionated
Kory,has,Passive
Kory,has,Pitiful
Kory,has,Pleasing
Kory,has,Respectful
Kory,has,Rude
Kory,has,Sarcastic
Kory,has,Tolerant
Kory,wants,Busy
Kory,wants,Cautious
Kory,wants,Demanding
Kory,wants,Expert
Kory,wants,Forgiving
Kory,wants,Joyful
Kory,wants,Judgmental
Kory,wants,Lovable
Kory,wants,Neat
Kory,wants,Shy
Kory,wants,Simple
Kory,wants,Tall
Kory,wants,Unique
Kory,wants,Wise
Kraig,has,Aggressive
Kraig,has,Brave
Kraig,has,Cheerful
Kraig,has,Compassionate
Kraig,has,Dark
Kraig,has,Devout
Kraig,has,Excited
Kraig,has,Fighter
Kraig,has,Gracious
Kraig,has,Grouchy
Kraig,has,Happy
Kraig,has,Lazy
Kraig,has,Neat
Kraig,has,Outgoing
Kraig,has,Plain
Kraig,has,Popular
Kraig,has,Pretty
Kraig,has,Sad
Kraig,has,Wild
Kraig,wants,Cheerful
Kraig,wants,Clever
Kraig,wants,Compassionate
Kraig,wants,Dainty
Kraig,wants,Free
Kraig,wants,Frustrated
Kraig,wants,Generous
Kraig,wants,Hard-working
Kraig,wants,Patient
Kraig,wants,Silly
Kraig,wants,Successful
Kraig,wants,Tough
Krissy,has,Annoying
Krissy,has,Clumsy
Krissy,has,Considerate
Krissy,has,Friendly
Krissy,has,Intelligent
Krissy,has,Kind
Krissy,has,Mischievous
Krissy,has,Passive
Krissy,has,Proper
Krissy,has,Rebellious
Krissy,has,Relaxed
Krissy,has,Self-confident
Krissy,has,Shy
Krissy,has,Strong
Krissy,has,Timid
Krissy,has,Tricky
Krissy,has,Understanding
Krissy,has,Wise
Krissy,wants,Cheerful
Krissy,wants,Clever
Krissy,wants,Daring
Krissy,wants,Fair
Krissy,wants,Fighter
Krissy,wants,Free
Krissy,wants,Funny
Krissy,wants,Gentle
Krissy,wants,Grouchy
Krissy,wants,Leader
Krissy,wants,Lovable
Krissy,wants,Pleasing
Krissy,wants,Reverent
Krissy,wants,Serious
Krissy,wants,Simple-minded
Krissy,wants,Strong
Kristina,has,Careful
Kristina,has,Confident
Kristina,has,Dark
Kristina,has,Independent
Kristina,has,Melancholy
Kristina,has,Noisy
Kristina,has,Realistic
Kristina,has,Short
Kristina,has,Thoughtful
Kristina,has,Understanding
Kristina,has,Unique
Kristina,wants,Aggressive
Kristina,wants,Bossy
Kristina,wants,Busy
Kristina,wants,Courageous
Kristina,wants,Curious
Kristina,wants,Determined
Kristina,wants,Light-hearted
Kristina,wants,Neat
Kristina,wants,Questioning
Kristina,wants,Stable
Kristina,wants,Understanding
Kristina,wants,Witty
Kristopher,has,Accepting
Kristopher,has,Disgruntled
Kristopher,has,Free
Kristopher,has,Frustrated
Kristopher,has,Giving
Kristopher,has,Gorgeous
Kristopher,has,Grouchy
Kristopher,has,Hopeful
Kristopher,has,Humorous
Kristopher,has,Light
Kristopher,has,Prim
Kristopher,has,Quiet
Kristopher,has,Respectful
Kristopher,has,Rigid
Kristopher,has,Rude
Kristopher,has,Sensible
Kristopher,wants,Bold
Kristopher,wants,Busy
Kristopher,wants,Cooperative
Kristopher,wants,Dainty
Kristopher,wants,Defiant
Kristopher,wants,Embarrassed
Kristopher,wants,Energetic
Kristopher,wants,Happy
Kristopher,wants,Independent
Kristopher,wants,Light
Kristopher,wants,Mischievous
Kristopher,wants,Passive
Kristopher,wants,Popular
Kristopher,wants,Stubborn
Kristopher,wants,Studious
Kristopher,wants,Understanding
Kristopher,wants,Willing
Krystal,has,Able
Krystal,has,Boastful
Krystal,has,Careful
Krystal,has,Caring
Krystal,has,Conceited
Krystal,has,Considerate
Krystal,has,Eager
Krystal,has,Gentle
Krystal,has,Intelligent
Krystal,has,Leader
Krystal,has,Responsible
Krystal,has,Selfish
Krystal,has,Studious
Krystal,has,Unique
Krystal,has,Wise
Krystal,wants,Aggressive
Krystal,wants,Bold
Krystal,wants,Eager
Krystal,wants,Efficient
Krystal,wants,Energetic
Krystal,wants,Handsome
Krystal,wants,Keen
Krystal,wants,Manipulative
Krystal,wants,Merry
Krystal,wants,Personable
Krystal,wants,Plain
Krystal,wants,Quiet
Krystal,wants,Rude
Krystal,wants,Successful
Krystal,wants,Thrilling
Krystal,wants,Wild
Krystal,wants,Witty
Kurtis,has,Awkward
Kurtis,has,Caring
Kurtis,has,Dark
Kurtis,has,Expert
Kurtis,has,Friendly
Kurtis,has,Funny
Kurtis,has,Jealous
Kurtis,has,Joyful
Kurtis,has,Likeable
Kurtis,has,Lively
Kurtis,has,Naive
Kurtis,has,Patient
Kurtis,has,Pretty
Kurtis,has,Questioning
Kurtis,has,Reverent
Kurtis,has,Self-confident
Kurtis,has,Unhappy
Kurtis,wants,Creative
Kurtis,wants,Demanding
Kurtis,wants,Determined
Kurtis,wants,Faithful
Kurtis,wants,Forgiving
Kurtis,wants,Happy
Kurtis,wants,Imaginative
Kurtis,wants,Kind
Kurtis,wants,Light-hearted
Kurtis,wants,Prim
Kurtis,wants,Self-confident
Kurtis,wants,Sensible
Kurtis,wants,Studious
Kurtis,wants,Thoughtful
Kurtis,wants,Unlucky
Kurtis,wants,Warm
Kurtis,wants,Willing
Kyle,has,Accepting
Kyle,has,Energetic
Kyle,has,Fair
Kyle,has,Fancy
Kyle,has,Patriotic
Kyle,has,Personable
Kyle,has,Sensible
Kyle,has,Serious
Kyle,has,Silly
Kyle,has,Thrilling
Kyle,has,Vain
Kyle,wants,Bossy
Kyle,wants,Careful
Kyle,wants,Careless
Kyle,wants,Fighter
Kyle,wants,Friendly
Kyle,wants,Frustrated
Kyle,wants,Happy
Kyle,wants,Helpful
Kyle,wants,Independent
Kyle,wants,Opinionated
Kyle,wants,Perfectionist
Kyle,wants,Radical
Kyle,wants,Reflective
Kyle,wants,Relaxed
Kyle,wants,Unhappy
Kyle,wants,Wise
Kylee,has,Conceited
Kylee,has,Confident
Kylee,has,Efficient
Kylee,has,Kind
Kylee,has,Prim
Kylee,has,Radical
Kylee,has,Rude
Kylee,has,Sad
Kylee,has,Understanding
Kylee,has,Unique
Kylee,has,Wild
Kylee,has,Zany
Kylee,wants,Aggressive
Kylee,wants,Careless
Kylee,wants,Humble
Kylee,wants,Loving
Kylee,wants,Obnoxious
Kylee,wants,Prim
Kylee,wants,Rich
Kylee,wants,Serious
Kylee,wants,Thrilling
Kylee,wants,Willing
Kymberly,has,Able
Kymberly,has,Bossy
Kymberly,has,Helpful
Kymberly,has,Impulsive
Kymberly,has,Questioning
Kymberly,has,Realistic
Kymberly,has,Responsible
Kymberly,has,Sensible
Kymberly,has,Simple
Kymberly,has,Tough
Kymberly,wants,Clever
Kymberly,wants,Compassionate
Kymberly,wants,Dark
Kymberly,wants,Frustrated
Kymberly,wants,Generous
Kymberly,wants,Giving
Kymberly,wants,Honest
Kymberly,wants,Hopeful
Kymberly,wants,Light
Kymberly,wants,Responsible
Kymberly,wants,Tolerant
Kyra,has,Awkward
Kyra,has,Calm
Kyra,has,Careless
Kyra,has,Clumsy
Kyra,has,Fighter
Kyra,has,Gracious
Kyra,has,Helpful
Kyra,has,Noisy
Kyra,has,Patient
Kyra,has,Reserved
Kyra,has,Rich
Kyra,has,Shy
Kyra,has,Smart
Kyra,has,Successful
Kyra,has,Timid
Kyra,has,Tireless
Kyra,has,Understanding
Kyra,has,Vain
Kyra,wants,Aggressive
Kyra,wants,Brave
Kyra,wants,Daring
Kyra,wants,Forgiving
Kyra,wants,Generous
Kyra,wants,Materialistic
Kyra,wants,Merry
Kyra,wants,Outgoing
Kyra,wants,Poor
Kyra,wants,Stubborn
Kyra,wants,Tender
Laci,has,Annoying
Laci,has,Bossy
Laci,has,Busy
Laci,has,Defiant
Laci,has,Disagreeable
Laci,has,Friendly
Laci,has,Grouchy
Laci,has,Lively
Laci,has,Pleasant
